Provincia	Partido	Localidad	ADSL	Cablemódem	Dial Up	Fibra óptica	4G	3G	Telefonía Fija	Wireless	Satelital	Indicador
BUENOS AIRES	25 de Mayo	25 de Mayo	1	1	0	1	1	1	1	1	1	8
BUENOS AIRES	25 de Mayo	Agustín Mosconi	0	0	0	0	0	0	1	0	0	1
BUENOS AIRES	25 de Mayo	Del Valle	1	0	0	0	1	1	0	0	1	4
BUENOS AIRES	25 de Mayo	Ernestina	1	0	0	0	0	0	1	0	0	2
BUENOS AIRES	25 de Mayo	Gobernador Ugarte	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	25 de Mayo	Lucas Monteverde	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	25 de Mayo	Norberto de la Riestra	0	1	0	1	1	1	1	1	0	6
BUENOS AIRES	25 de Mayo	Pedernales	1	0	0	1	1	0	1	1	0	5
BUENOS AIRES	25 de Mayo	San Enrique	0	0	0	0	0	0	1	0	0	1
BUENOS AIRES	25 de Mayo	Valdés	0	0	0	0	1	0	1	0	0	2
BUENOS AIRES	9 de Julio	12 de Octubre	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	9 de Julio	9 de Julio	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	9 de Julio	Alfredo Demarchi (Est. Facundo Quiroga)	1	0	0	0	1	1	1	0	0	4
BUENOS AIRES	9 de Julio	Carlos María Naón	0	0	0	0	1	1	1	0	0	3
BUENOS AIRES	9 de Julio	Dudignac	0	0	1	0	1	1	1	1	0	5
BUENOS AIRES	9 de Julio	La Aurora (Est. La Niña)	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	9 de Julio	Manuel B. Gonnet (Est. French)	1	0	0	1	1	1	1	0	0	5
BUENOS AIRES	9 de Julio	Marcelino Ugarte (Est. Dennehy)	0	0	0	0	1	0	1	0	0	2
BUENOS AIRES	9 de Julio	Morea	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	9 de Julio	Norumbega	0	0	0	0	0	0	1	0	0	1
BUENOS AIRES	9 de Julio	Patricios	1	0	0	0	0	1	1	1	0	4
BUENOS AIRES	9 de Julio	Villa General Fournier (Est. 9 de Julio Sud)	0	0	0	1	1	1	1	1	0	5
BUENOS AIRES	Adolfo Alsina	Carhué	1	0	1	1	1	1	1	1	0	7
BUENOS AIRES	Adolfo Alsina	Colonia San Miguel Arcángel	0	0	0	1	1	0	1	0	0	3
BUENOS AIRES	Adolfo Alsina	Delfín Huergo	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Adolfo Alsina	Espartillar	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	Adolfo Alsina	Esteban Agustín Gascón	0	0	0	1	0	0	1	0	0	2
BUENOS AIRES	Adolfo Alsina	La Pala	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Adolfo Alsina	Maza	0	0	0	1	1	1	1	1	1	6
BUENOS AIRES	Adolfo Alsina	Rivera	0	0	0	1	1	0	1	0	0	3
BUENOS AIRES	Adolfo Alsina	Thames	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Adolfo Alsina	Villa Margarita	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Adolfo Alsina	Yutuyaco	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Adolfo Gonzales Chaves	Adolfo Gonzales Chaves (Est. Chaves)	1	0	1	1	1	1	1	1	0	7
BUENOS AIRES	Adolfo Gonzales Chaves	De la Garma	0	0	0	1	1	1	1	1	0	5
BUENOS AIRES	Adolfo Gonzales Chaves	Juan E. Barra	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Adolfo Gonzales Chaves	Vásquez	0	0	0	0	1	1	1	1	0	4
BUENOS AIRES	Alberti	Alberti (Est. Andrés Vaccarezza)	1	0	1	1	1	1	1	1	0	7
BUENOS AIRES	Alberti	Coronel Seguí	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Alberti	Mechita	1	0	0	0	1	1	0	0	0	3
BUENOS AIRES	Alberti	Pla	0	0	0	0	0	0	1	0	0	1
BUENOS AIRES	Alberti	Villa Grisolía (Est. Achupallas)	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Alberti	Villa María	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Alberti	Villa Ortiz (Est. Coronel Mom)	0	0	0	0	1	1	1	0	0	3
BUENOS AIRES	Almirante Brown	Adrogué	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Almirante Brown	Burzaco	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Almirante Brown	Claypole	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	Don Orione	0	1	0	0	1	1	0	1	0	4
BUENOS AIRES	Almirante Brown	Glew	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	Jose Mármol	0	1	1	1	1	1	1	1	0	7
BUENOS AIRES	Almirante Brown	Longchamps	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	Malvinas Argentinas	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	Ministro Rivadavia	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	Rafael Calzada	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	San Francisco Solano	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Almirante Brown	San Jose	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Arrecifes	Arrecifes	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Arrecifes	Todd	0	0	0	1	1	1	1	0	0	4
BUENOS AIRES	Arrecifes	Viña	1	1	0	0	1	1	0	0	0	4
BUENOS AIRES	Avellaneda	Area Reserva Cinturón Ecológico	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Avellaneda	Avellaneda	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Avellaneda	Crucesita	0	1	0	1	1	1	1	0	0	5
BUENOS AIRES	Avellaneda	Dock Sud	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Avellaneda	Gerli	0	1	0	1	1	1	1	0	0	5
BUENOS AIRES	Avellaneda	Pineyro	0	1	0	1	1	1	1	0	0	5
BUENOS AIRES	Avellaneda	Sarandí	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Avellaneda	Villa Domínico	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Avellaneda	Wilde	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Ayacucho	Ayacucho	1	0	1	0	1	1	1	1	0	6
BUENOS AIRES	Ayacucho	La Constancia	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Ayacucho	Solanet	0	0	0	0	1	0	0	1	0	2
BUENOS AIRES	Ayacucho	Udaquiola	0	0	0	0	0	0	0	1	1	2
BUENOS AIRES	Azul	16 de Julio	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Azul	Ariel	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	Azul	Azul	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Azul	Cacharí	0	0	1	0	1	1	1	1	0	5
BUENOS AIRES	Azul	Chillar	0	0	0	0	1	1	1	1	1	5
BUENOS AIRES	Bahía Blanca	Bahía Blanca	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Bahía Blanca	Cabildo	0	1	1	1	1	1	1	1	0	7
BUENOS AIRES	Bahía Blanca	General Daniel Cerri (Est. General Cerri)	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Bahía Blanca	Grunbein	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Bahía Blanca	Ingeniero White	0	0	0	1	1	1	0	0	1	4
BUENOS AIRES	Bahía Blanca	Villa Bordeau	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Bahía Blanca	Villa Espora	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Balcarce	Balcarce	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Balcarce	Los Pinos	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Balcarce	Napaleofú	0	0	0	1	1	1	1	1	0	5
BUENOS AIRES	Balcarce	Ramos Otero	0	0	0	0	1	0	0	1	0	2
BUENOS AIRES	Balcarce	San Agustín	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Balcarce	Villa Laguna La Brava	0	0	0	0	1	1	1	1	0	4
BUENOS AIRES	Baradero	Baradero	1	1	0	1	1	1	1	1	1	8
BUENOS AIRES	Baradero	Irineo Portela	0	0	0	1	0	0	1	1	1	4
BUENOS AIRES	Baradero	Santa Coloma	0	0	0	0	1	0	0	1	0	2
BUENOS AIRES	Baradero	Villa Alsina (Est. Alsina)	1	0	0	0	1	1	1	1	0	5
BUENOS AIRES	Benito Juárez	Barker	0	0	1	1	1	1	1	1	1	7
BUENOS AIRES	Benito Juárez	Benito Juárez (Est. Juárez)	1	0	1	1	1	1	1	1	1	8
BUENOS AIRES	Benito Juárez	López	0	0	0	1	0	0	0	1	0	2
BUENOS AIRES	Benito Juárez	Tedín Uriburu	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Benito Juárez	Villa Cacique (Est. Alfredo Fortabat)	0	0	0	1	1	1	0	1	1	5
BUENOS AIRES	Berazategui	Berazategui	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Berazategui	Berazategui Oeste	1	1	0	1	1	1	1	0	0	6
BUENOS AIRES	Berazategui	Carlos Tomás Sourigues	1	1	0	1	1	1	1	0	0	6
BUENOS AIRES	Berazategui	Centro Agrícola El Pato	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Berazategui	Guillermo E. Hudson	1	1	1	1	1	1	1	0	0	7
BUENOS AIRES	Berazategui	Juan María Gutierrez	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Berazategui	Pereyra	1	1	1	1	1	0	1	0	0	6
BUENOS AIRES	Berazategui	Plátanos	0	1	0	1	1	1	1	0	0	5
BUENOS AIRES	Berazategui	Ranelagh	1	1	1	1	1	1	1	0	1	8
BUENOS AIRES	Berazategui	Villa España	1	1	0	1	1	1	1	0	0	6
BUENOS AIRES	Berisso	Barrio Banco Provincia	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	Berisso	Barrio El Carmen (Este)	0	0	0	1	1	1	0	1	0	4
BUENOS AIRES	Berisso	Barrio Universitario	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Berisso	Berisso	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Berisso	Los Talas	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Berisso	Villa Arguello	0	0	0	1	1	1	0	1	0	4
BUENOS AIRES	Berisso	Villa Dolores	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Berisso	Villa Independencia	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Berisso	Villa Nueva	0	0	0	1	1	1	0	1	0	4
BUENOS AIRES	Berisso	Villa Porteña	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Berisso	Villa Progreso	0	0	0	1	0	0	0	1	0	2
BUENOS AIRES	Berisso	Villa San Carlos	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Berisso	Villa Zula	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bolívar	Hale	1	0	0	0	0	0	1	0	0	2
BUENOS AIRES	Bolívar	Juan F. Ibarra	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bolívar	Mariano Unzué	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bolívar	Paula	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bolívar	Pirovano	0	0	0	0	0	1	1	1	0	3
BUENOS AIRES	Bolívar	San Carlos de Bolívar (Est. Bolívar)	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Bolívar	Urdampilleta	0	0	1	0	1	1	1	1	0	5
BUENOS AIRES	Bolívar	Villa Lynch Pueyrredón	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bragado	Asamblea	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bragado	Bragado	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Bragado	Comodoro Py	0	0	0	1	1	1	0	1	0	4
BUENOS AIRES	Bragado	General O'Brien	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Bragado	Irala	0	1	0	0	1	0	1	1	0	4
BUENOS AIRES	Bragado	La Limpia	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bragado	Máximo Fernández (Est. Juan F. Salaberry)	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Bragado	Mechita (Est. Mecha)	1	1	0	0	0	0	0	1	0	3
BUENOS AIRES	Bragado	Olascoaga	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Bragado	Warnes	1	0	0	0	0	0	0	1	0	2
BUENOS AIRES	Brandsen	Altamirano	0	0	0	0	1	0	1	0	0	2
BUENOS AIRES	Brandsen	Barrio El Mirador	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Brandsen	Barrio Las Golondrinas	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Brandsen	Barrio Los Bosquecitos	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Brandsen	Barrio Parque Las Acacias	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Brandsen	Campos de Roca	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Brandsen	Club de Campo Las Malvinas	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Brandsen	Coronel Brandsen	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Brandsen	Gómez	0	0	0	0	1	0	1	0	0	2
BUENOS AIRES	Brandsen	Jeppener	1	0	0	1	1	1	1	0	0	5
BUENOS AIRES	Brandsen	Oliden	0	0	0	0	1	0	1	0	0	2
BUENOS AIRES	Brandsen	Posada de los Lagos	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Brandsen	Samborombón	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Campana	Alto Los Cardales	0	0	0	1	1	1	0	1	0	4
BUENOS AIRES	Campana	Barrio Los Pioneros	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Campana	Campana	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Campana	Chacras del Río Luján	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Campana	Lomas del Río Luján (Est. Río Luján)	0	1	0	0	1	1	0	0	0	3
BUENOS AIRES	Cañuelas	Alejandro Petión	1	1	1	0	1	1	1	1	0	7
BUENOS AIRES	Cañuelas	Barrio Belgrano-Máximo Paz	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Cañuelas	Barrio El Taladro	0	0	0	1	1	0	0	0	0	2
BUENOS AIRES	Cañuelas	Cañuelas	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Cañuelas	Gobernador Udaondo	0	0	0	1	1	0	0	1	0	3
BUENOS AIRES	Cañuelas	Máximo Paz	0	1	0	1	0	0	0	1	0	3
BUENOS AIRES	Cañuelas	Santa Rosa	0	0	0	0	1	1	0	1	1	4
BUENOS AIRES	Cañuelas	Uribelarrea	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Cañuelas	Vicente Casares	1	0	1	0	1	1	1	1	0	6
BUENOS AIRES	Capitán Sarmiento	Capitán Sarmiento	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Capitán Sarmiento	La Luisa	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Carlos Casares	Bellocq	0	0	1	0	0	0	1	0	0	2
BUENOS AIRES	Carlos Casares	Cadret	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Carlos Casares	Carlos Casares	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Carlos Casares	Colonia Mauricio	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Carlos Casares	Hortensia	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Carlos Casares	La Sofía	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Carlos Casares	Mauricio Hirsch	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Carlos Casares	Moctezuma	0	0	0	0	1	0	1	1	0	3
BUENOS AIRES	Carlos Casares	Ordoqui	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Carlos Casares	Santo Tomás	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Carlos Casares	Smith	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Carlos Tejedor	Carlos Tejedor	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Carlos Tejedor	Colonia Seré	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Carlos Tejedor	Curarú	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Carlos Tejedor	Timote	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Carlos Tejedor	Tres Algarrobos (Est. Cuenca)	0	0	0	0	1	1	1	1	1	5
BUENOS AIRES	Carmen de Areco	Carmen de Areco	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Carmen de Areco	Pueblo Gouin	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Carmen de Areco	Tres Sargentos	0	0	0	0	1	0	1	1	0	3
BUENOS AIRES	Castelli	Castelli	1	1	0	1	1	1	1	1	1	8
BUENOS AIRES	Castelli	Centro Guerrero	0	0	0	1	0	0	0	1	0	2
BUENOS AIRES	Castelli	Cerro de la Gloria	0	0	0	1	0	1	0	0	0	2
BUENOS AIRES	Chacabuco	Castilla	0	0	0	0	0	0	1	1	0	2
BUENOS AIRES	Chacabuco	Chacabuco	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Chacabuco	Los Angeles	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Chacabuco	O'Higgins	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Chacabuco	Rawson	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Chascomús	Barrio Lomas Altas	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Chascomús	Barrio San Cayetano	0	0	0	1	1	1	0	0	0	3
BUENOS AIRES	Chascomús	Chascomús	1	1	1	1	1	1	1	0	1	8
BUENOS AIRES	Chascomús	Laguna Vitel	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Chascomús	Manuel J. Cobo (Est. Lezama)	1	1	0	0	1	1	1	1	0	6
BUENOS AIRES	Chascomús	Villa Parque Girado	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Chivilcoy	Benitez	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Chivilcoy	Chivilcoy	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Chivilcoy	Emilio Ayarza	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Chivilcoy	Gorostiaga	1	0	0	0	0	0	0	1	0	2
BUENOS AIRES	Chivilcoy	La Rica	1	0	0	0	0	0	1	1	0	3
BUENOS AIRES	Chivilcoy	Moquehuá	0	1	0	1	1	0	1	1	0	5
BUENOS AIRES	Chivilcoy	Ramón Biaus	1	0	0	0	0	0	1	1	0	3
BUENOS AIRES	Chivilcoy	San Sebastián	1	0	0	0	0	0	1	1	0	3
BUENOS AIRES	Colón	Colón	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Colón	El Arbolito	0	0	0	0	0	0	1	0	0	1
BUENOS AIRES	Colón	Pearson	0	0	0	0	0	0	1	0	0	1
BUENOS AIRES	Colón	Sarasa	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Colón	Villa Manuel Pomar	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel de Marina L. Rosales	Bajo Hondo	0	0	0	1	1	1	1	1	0	5
BUENOS AIRES	Coronel de Marina L. Rosales	Balneario Pehuen Co	0	0	0	0	1	1	1	0	1	4
BUENOS AIRES	Coronel de Marina L. Rosales	Pago Chico	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Coronel de Marina L. Rosales	Punta Alta (Est Almirante Solier)	1	1	1	1	1	1	1	0	1	8
BUENOS AIRES	Coronel de Marina L. Rosales	Villa del Mar	0	0	0	1	1	1	0	0	0	3
BUENOS AIRES	Coronel de Marina L. Rosales	Villa General Arias (Est. Kilómetro 638)	0	0	0	1	1	0	1	0	0	3
BUENOS AIRES	Coronel Dorrego	Aparicio	0	0	0	0	1	1	1	0	0	3
BUENOS AIRES	Coronel Dorrego	Balneario Marisol	0	0	0	1	0	0	1	0	0	2
BUENOS AIRES	Coronel Dorrego	Coronel Dorrego	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Coronel Dorrego	El Perdido (Est. José A. Guisasola)	0	0	0	1	1	1	1	1	0	5
BUENOS AIRES	Coronel Dorrego	Faro	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel Dorrego	Irene	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Coronel Dorrego	Oriente	0	0	0	1	1	0	1	1	0	4
BUENOS AIRES	Coronel Dorrego	Paraje La Ruta	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	Coronel Dorrego	San Román	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Coronel Pringles	Coronel Pringles (Est. Pringles)	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Coronel Pringles	El Divisorio	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	Coronel Pringles	El Pensamiento	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel Pringles	Indio Rico	0	0	1	1	1	1	1	1	0	6
BUENOS AIRES	Coronel Pringles	Lartigau	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel Suárez	Cascadas	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel Suárez	Coronel Suárez	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Coronel Suárez	Cura Malal	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel Suárez	D'Orbigny	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Coronel Suárez	Huanguelén	0	0	1	1	1	1	1	1	0	6
BUENOS AIRES	Coronel Suárez	Pasman	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Coronel Suárez	San José	0	1	0	1	1	0	1	0	0	4
BUENOS AIRES	Coronel Suárez	Santa María	0	1	0	1	1	0	1	0	0	4
BUENOS AIRES	Coronel Suárez	Santa Trinidad	0	1	0	1	1	1	1	0	0	5
BUENOS AIRES	Coronel Suárez	Villa La Arcadia	0	1	0	1	0	0	0	0	0	2
BUENOS AIRES	Daireaux	Andant	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Daireaux	Arboledas	0	0	0	0	1	0	1	0	0	2
BUENOS AIRES	Daireaux	Daireaux	1	0	0	0	1	1	1	1	1	6
BUENOS AIRES	Daireaux	La Larga	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Daireaux	La Manuela	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Daireaux	Salazar	0	0	0	0	1	1	1	1	0	4
BUENOS AIRES	Dolores	Dolores	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Dolores	Sevigne	0	0	0	0	1	1	1	1	0	4
BUENOS AIRES	Ensenada	Dique Nº 1	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Ensenada	Ensenada	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Ensenada	Isla Santiago (Oeste)	0	0	0	0	1	0	0	0	0	1
BUENOS AIRES	Ensenada	Punta Lara	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Ensenada	Villa Catela	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Escobar	Belen de Escobar	1	1	0	1	1	1	1	1	1	8
BUENOS AIRES	Escobar	El cazador	0	1	0	1	1	1	1	0	0	5
BUENOS AIRES	Escobar	Garín	1	1	0	1	1	1	1	1	1	8
BUENOS AIRES	Escobar	Ingeniero Maschwitz	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Escobar	Loma Verde	0	0	0	1	1	1	0	0	0	3
BUENOS AIRES	Escobar	Maquinista F. Savio (este)	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Escobar	Matheu	1	1	0	1	1	1	1	1	1	8
BUENOS AIRES	Escobar	Puerto Paraná	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Esteban Echeverría	9 De Abril	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Esteban Echeverría	Canning	1	1	0	1	1	1	1	1	0	7
BUENOS AIRES	Esteban Echeverría	El Jagüel	0	1	0	1	1	1	1	1	1	7
BUENOS AIRES	Esteban Echeverría	Luis Guillón	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Esteban Echeverría	Monte Grande	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Esteban Echeverría	Zona Aeropuerto Internacional Ezeiza	1	0	0	0	0	0	1	0	0	2
BUENOS AIRES	Exaltación de la Cruz	Arroyo de la Cruz	0	0	0	0	1	1	0	1	0	3
BUENOS AIRES	Exaltación de la Cruz	Capilla del Señor (Est. Capilla)	1	0	1	1	1	1	1	0	0	6
BUENOS AIRES	Exaltación de la Cruz	Diego Gaynor	0	0	0	0	0	0	0	0	0	0
BUENOS AIRES	Exaltación de la Cruz	El Remanso	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Exaltación de la Cruz	Los Cardales	1	1	1	0	1	1	1	1	1	8
BUENOS AIRES	Exaltación de la Cruz	Parada Orlando	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	Exaltación de la Cruz	Parada Robles - Pavón	1	0	0	1	1	1	1	1	0	6
BUENOS AIRES	Ezeiza	Aeropuerto Internacional Ezeiza	1	0	1	1	1	1	1	0	1	7
BUENOS AIRES	Ezeiza	Canning	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Ezeiza	Carlos Spegazzini	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Ezeiza	José Maria Ezeiza	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Ezeiza	La Unión	1	1	0	1	1	1	1	0	1	7
BUENOS AIRES	Ezeiza	Tristán Suarez	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Florencio Varela	Bosques	1	1	1	1	1	1	1	1	0	8
BUENOS AIRES	Florencio Varela	El Tropezon	0	0	0	0	1	1	0	0	0	2
BUENOS AIRES	Florencio Varela	Estanislao Severo Zeballos	1	1	1	1	1	1	1	0	0	7
BUENOS AIRES	Florencio Varela	Florencio Varela	1	1	1	1	1	1	1	1	1	9
BUENOS AIRES	Florencio Varela	Gobernador Julio A. Costa	1	1	1	1	1	1	1	0	0	7
BUENOS AIRES	Florencio Varela	Ingeniero Juan Allan	1	1	0	1	1	1	1	0	0	6
BUENOS AIRES	Florencio Varela	La Capilla	0	0	0	1	1	1	1	0	0	4
BUENOS AIRES	Florencio Varela	Villa Brown	0	1	0	1	1	1	0	0	0	4
BUENOS AIRES	Florencio Varela	Villa San Luis	0	1	0	1	1	1	0	0	0	4
BUENOS AIRES	Florencio Varela	Villa Santa Rosa	1	1	1	1	1	1	1	0	0	7
BUENOS AIRES	Florencio Varela	Villa Vatteone	1	1	1	1	1	1	1	0	0	7
BUENOS AIRES	Florentino Ameghino	Blaquier	0	0	0	0	1	1	1	1	1	5
BUENOS AIRES	Florentino Ameghino	Florentino Ameghino	1	0	0	1	1	1	1	0	0	5
BUENOS AIRES	Florentino Ameghino	Porvenir	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	General Alvarado	Centinela del Mar	0	0	0	0	0	0	0	1	0	1
BUENOS AIRES	General Alvarado	Comandante Nicanor Otamendi	0	0	1	1	1	1	1	1	1	7
